Lot,Bedroom,Units,Electric,Internet,FiberOpt,HeatFuel,Rooms,Water,Built,Tenure,JuniorMtg,FamEmp,Lang,Family,HHpresence,Move,Npersons,Nchild,Under18,Over60,Over65,Workers,WkExp,WkStatus,Vehicles,BroadBND,HiWorth
1,4,2,80,1,2,3,6,80,7,1,3,7,2,3,2,5,7,2,1,2,2,2,14,13,4,1,0
2,3,2,60,1,2,2,6,600,6,1,3,,1,4,4,2,,0,0,0,0,,,,1,2,0
1,4,2,200,1,1,1,6,50,5,1,3,4,1,1,4,6,2,0,0,2,2,0,9,9,2,2,0
1,2,2,350,1,2,1,4,120,1,1,2,7,3,3,1,3,2,1,1,0,0,1,13,13,3,1,0
1,3,2,80,1,2,1,6,20,3,1,3,,1,6,4,7,,0,0,1,1,,,,1,1,0
1,4,2,100,1,2,1,9,600,7,1,3,1,1,1,4,4,3,0,0,0,0,3,1,1,3,1,1
1,4,2,450,1,2,1,8,1200,7,1,3,3,1,1,4,5,2,0,0,0,0,1,3,7,2,1,0
1,0,2,70,1,2,3,1,820,6,1,3,4,2,1,4,6,2,0,0,2,1,0,9,9,2,2,0
1,3,2,30,1,2,1,6,60,3,1,3,1,1,1,4,6,2,0,0,0,0,2,1,1,2,2,1
1,2,1,70,1,2,3,5,1300,4,2,,,1,4,4,6,,0,0,1,1,,,,1,2,0
1,4,2,80,1,2,1,7,20,5,2,,8,1,3,4,7,2,0,0,1,1,1,15,15,1,1,0
1,3,2,40,1,2,1,6,1800,4,1,2,,1,6,4,5,,0,0,0,0,,,,1,1,0
1,5,2,180,1,2,1,8,620,10,1,3,1,1,1,4,4,2,0,0,0,0,2,1,1,2,1,1
1,3,2,80,1,2,1,6,860,6,1,3,1,4,1,4,6,2,0,0,2,0,2,1,1,3,2,1
1,4,2,100,1,1,1,7,1800,3,1,3,8,1,3,4,5,2,0,0,1,1,1,15,15,0,2,0
1,5,2,100,1,2,1,9,560,4,1,3,1,1,1,1,3,3,1,1,0,0,2,1,1,2,1,1
1,2,3,20,3,,1,4,870,4,2,,,1,6,4,6,,0,0,1,1,,,,2,,0
1,3,3,80,1,2,1,6,660,8,1,3,5,4,2,4,2,2,0,0,0,0,1,10,10,3,1,0
1,4,1,150,1,2,1,8,800,8,1,3,4,1,1,4,5,5,0,0,1,0,1,9,9,2,2,0
1,3,2,430,1,2,6,4,2,5,2,,5,4,2,2,5,7,2,1,1,0,1,10,10,5,2,0
1,2,2,2,1,2,1,3,2,1,1,2,8,4,3,4,5,4,0,0,2,2,1,15,15,2,1,0
1,2,2,160,1,2,3,7,400,6,2,,1,1,1,4,2,2,0,0,2,1,2,2,1,2,1,0
1,4,2,2,1,2,1,8,2,6,1,3,1,4,1,3,1,5,2,1,1,1,2,1,1,3,1,1
1,5,2,180,1,2,3,7,1200,4,1,2,1,1,1,2,4,4,2,1,0,0,2,4,4,2,1,1
1,3,2,200,1,2,1,5,660,7,1,3,2,3,1,2,5,5,2,1,1,1,1,7,3,2,1,0
1,3,3,140,1,1,1,6,1,6,1,3,2,1,1,2,5,3,1,1,0,0,1,6,3,2,1,1
1,3,2,310,3,,1,5,280,4,1,3,,1,4,4,7,,0,0,1,1,,,,2,,0
1,3,3,50,1,2,1,7,650,6,1,3,1,4,1,4,4,2,0,0,0,0,2,1,1,2,2,1
3,3,2,200,1,2,8,6,2,1,1,3,8,1,3,1,7,4,1,1,1,1,1,15,15,1,1,0
1,3,2,300,1,2,3,5,20,3,1,3,1,4,1,4,7,2,0,0,1,0,2,2,2,4,1,0
1,2,1,60,3,,1,4,1,5,2,,,1,6,4,5,,0,0,1,1,,,,1,,0
1,3,2,120,1,2,1,6,130,3,1,3,1,2,1,4,6,3,0,0,2,2,3,2,1,3,1,0
2,3,2,100,2,,2,6,70,7,2,,2,1,1,4,6,2,0,0,2,2,1,6,3,2,,0
1,3,2,50,1,2,3,5,240,6,1,3,1,2,1,1,1,3,1,1,0,0,2,1,1,2,1,0
1,3,1,20,1,2,3,5,1,4,1,3,8,2,3,1,1,4,2,1,0,0,1,15,15,2,2,0
1,3,2,80,1,2,3,8,900,1,1,2,1,2,1,2,3,2,0,1,0,0,2,1,1,3,2,0
2,4,2,170,1,2,6,10,2,5,2,,4,1,1,4,7,2,0,0,2,1,0,9,9,3,1,0
2,3,2,180,3,,8,5,2,6,2,,,1,6,4,5,,0,0,1,1,,,,1,,0
1,4,2,170,1,2,1,6,780,4,2,,8,1,3,4,7,3,0,0,2,2,1,15,15,2,1,0
1,3,2,120,1,2,1,7,100,1,1,3,1,3,1,3,3,5,3,1,0,0,2,2,1,3,2,1
1,4,2,100,1,2,1,9,940,6,2,,,1,4,4,6,,0,0,1,0,,,,1,1,0
1,3,2,40,3,,1,11,40,5,2,,4,2,1,4,7,2,0,0,1,1,0,9,9,2,,0
1,5,2,300,1,1,1,14,1900,1,1,2,4,1,1,4,7,3,0,0,2,2,1,9,9,2,1,0
1,2,1,30,3,,3,6,30,6,1,3,,1,6,4,7,,0,0,1,1,,,,0,,0
1,2,1,80,1,2,3,4,1,5,2,,2,1,1,2,6,3,1,1,1,0,1,7,3,2,2,0
2,4,2,130,1,2,3,7,750,3,1,3,5,1,2,4,5,2,0,0,1,1,1,11,10,2,2,0
1,3,2,260,1,2,3,9,20,3,1,3,4,1,1,4,7,4,0,0,2,1,2,9,9,4,2,1
2,4,2,180,1,1,1,14,2,12,1,3,1,1,1,1,4,4,1,1,0,0,2,8,4,2,2,0
2,3,2,640,1,2,2,11,680,8,1,3,1,3,1,4,5,3,0,0,0,0,3,1,1,2,2,1
1,3,2,100,1,2,1,4,720,2,1,3,,1,5,4,1,,0,0,0,0,,,,2,1,0
1,2,1,120,1,2,1,6,1,5,2,,4,1,1,4,7,2,0,0,2,2,0,9,9,1,2,0
1,4,2,130,1,2,1,9,200,6,1,3,,1,7,4,4,,0,0,1,0,,,,3,1,1
1,3,3,130,1,2,1,5,1600,7,1,3,1,2,1,2,5,5,3,1,0,0,1,8,2,1,2,0
1,4,2,150,1,1,1,14,230,6,1,3,1,1,1,3,3,5,3,1,0,0,2,1,1,3,1,0
1,3,2,310,1,2,1,5,1100,3,1,3,8,1,3,4,7,6,0,0,1,1,3,15,15,3,1,0
1,4,2,60,1,2,1,5,60,3,1,3,1,3,1,4,2,3,0,0,0,0,3,1,1,2,1,0
1,3,2,4,1,2,1,5,350,4,2,,4,1,1,4,7,2,0,0,2,2,0,9,9,2,1,0
2,3,2,130,1,2,1,10,1400,1,1,3,,1,4,4,5,,0,0,1,1,,,,1,1,0
1,4,2,150,1,2,1,6,1700,4,1,3,7,2,3,4,3,2,0,0,0,0,2,13,13,2,2,0
1,3,2,120,2,,3,6,1100,6,1,3,2,1,1,2,2,4,2,1,0,0,1,7,3,4,,0
2,3,2,130,1,2,6,11,200,7,1,3,1,1,1,4,6,2,0,0,2,2,2,1,1,3,2,0
1,3,2,60,1,2,1,8,70,1,1,3,1,4,1,3,2,4,2,1,0,0,2,1,1,2,1,1
1,2,2,320,3,,1,7,1300,4,2,,,1,6,4,7,,0,0,1,1,,,,1,,0
1,3,2,90,1,2,1,7,1100,4,1,3,2,1,1,2,5,3,1,1,0,0,2,3,3,2,2,0
1,4,2,130,1,2,1,8,3000,6,1,3,,1,6,4,1,,0,0,1,1,,,,1,2,0
1,3,3,60,1,2,1,5,360,7,1,2,,1,4,4,4,,0,0,1,0,,,,3,1,0
1,3,2,150,1,2,3,4,400,6,1,3,3,1,1,4,5,2,0,0,2,1,1,7,7,2,1,0
1,3,2,20,3,,1,7,520,3,2,,7,1,3,4,7,2,0,0,1,1,1,13,13,1,,0
1,3,2,100,1,2,1,5,960,1,1,2,,1,6,4,5,,0,0,0,0,,,,1,1,0
1,4,2,50,1,2,3,6,700,3,1,2,,1,6,4,5,,0,0,1,1,,,,0,2,0
1,4,2,150,1,2,1,6,1200,6,1,2,1,2,1,4,5,3,0,0,0,0,3,5,1,3,1,0
1,2,2,100,1,2,1,5,1000,6,1,3,1,1,1,4,4,3,0,0,0,0,3,2,1,4,1,0
1,2,3,100,3,,1,5,260,5,2,,6,1,2,4,2,2,0,0,1,1,0,12,12,2,,0
1,2,2,2,1,2,1,4,960,1,2,,4,4,1,4,5,3,0,0,2,2,0,9,9,1,1,0
1,4,2,250,1,1,1,8,600,3,1,3,2,1,1,1,4,3,1,1,0,0,1,3,3,2,1,0
1,4,2,160,1,1,1,6,530,4,1,3,2,1,1,4,7,4,0,0,2,1,2,8,3,3,1,0
1,3,2,250,1,2,1,6,900,4,1,3,4,1,1,4,6,2,0,0,2,2,1,6,9,2,2,0
1,3,2,80,3,,3,6,900,4,2,,,1,6,4,6,,0,0,1,1,,,,1,,0
2,2,2,90,1,2,3,5,2,6,2,,4,1,1,4,7,2,0,0,2,2,0,9,9,1,1,0
1,3,3,50,1,2,1,7,280,7,1,3,1,4,1,4,5,2,0,0,0,0,2,1,1,2,2,1
1,4,2,70,1,2,1,7,1300,8,1,3,2,4,1,4,4,2,0,0,1,0,1,6,3,2,2,0
1,3,2,200,1,2,1,7,40,3,1,3,1,1,1,1,1,5,3,1,0,0,2,2,1,2,2,0
1,3,2,70,1,1,1,6,680,4,1,3,5,1,2,2,1,3,2,1,0,0,1,10,10,1,2,0
1,3,1,80,1,2,1,5,380,7,1,3,5,1,2,4,3,3,0,0,2,2,0,12,11,2,2,0
1,2,2,70,1,2,1,4,350,1,1,3,4,3,1,4,7,2,0,0,2,2,0,9,9,1,1,0
1,3,1,100,1,2,1,7,220,15,1,3,3,1,1,4,3,2,0,0,2,2,2,5,7,2,2,0
1,4,2,180,1,2,1,9,1500,7,1,3,8,1,3,2,5,3,2,1,0,0,0,15,15,2,1,0
1,3,2,30,1,1,1,7,700,2,1,3,3,1,1,2,5,3,1,1,0,0,2,4,7,3,1,0
1,4,2,100,1,2,1,8,600,8,2,,1,3,1,1,1,5,1,1,0,0,3,2,1,4,1,1
1,3,2,140,1,2,1,6,960,3,1,3,1,3,1,2,5,4,2,1,0,0,2,2,1,2,1,0
1,4,2,180,1,2,1,7,1700,8,1,3,1,4,1,4,4,2,0,0,0,0,2,4,2,3,1,1
1,3,2,130,3,,9,5,1200,6,1,3,2,2,1,4,4,2,0,0,2,0,1,3,3,3,,0
1,3,2,140,1,2,1,8,2400,4,1,3,2,1,1,2,5,3,1,1,1,0,1,6,3,2,1,0
1,3,2,250,1,2,3,6,1100,6,1,3,1,2,1,4,3,3,0,0,2,0,3,1,1,2,2,0
1,4,2,180,1,2,1,6,350,7,1,3,1,1,1,2,4,3,1,1,0,0,2,4,1,3,2,0
1,4,2,60,1,2,9,8,70,8,1,3,,4,5,4,5,,0,0,0,0,,,,2,1,0
1,2,1,180,1,1,3,5,80,5,1,1,1,1,1,4,5,2,0,0,1,0,2,2,1,0,1,0
1,4,2,250,1,2,1,7,1200,5,1,2,1,4,1,2,2,4,2,1,0,0,2,2,1,3,2,0
1,3,2,110,1,2,1,5,1400,5,1,3,3,2,1,1,5,4,1,1,1,0,2,6,7,3,2,0
1,3,2,50,1,2,1,5,540,4,1,3,2,2,1,3,5,5,3,1,0,0,1,7,3,4,1,0
1,3,2,70,1,2,1,6,1500,3,2,,8,1,3,4,7,3,0,0,1,1,2,15,15,3,1,1
1,4,2,200,3,,1,6,240,6,1,1,,1,4,4,7,,0,0,1,1,,,,1,,0
1,4,2,70,1,2,1,10,850,14,1,3,,1,7,4,3,,0,0,0,0,,,,5,1,1
1,3,2,100,1,1,1,6,40,6,1,3,7,1,3,4,4,3,0,0,0,0,2,13,13,3,2,0
1,3,2,60,1,2,1,5,40,4,1,3,,2,6,4,3,,0,0,0,0,,,,3,2,0
1,3,2,120,1,2,1,6,500,1,1,3,8,1,3,4,6,2,0,0,1,1,0,15,15,2,2,0
1,3,2,200,1,2,1,6,600,3,1,3,1,1,1,3,4,4,2,1,0,0,2,2,1,3,1,1
1,3,2,180,1,1,1,5,1100,3,1,3,1,2,1,2,5,3,1,1,0,0,1,3,2,3,1,0
1,4,2,120,1,2,1,6,280,5,1,1,2,3,1,2,4,3,1,1,0,0,1,3,3,2,1,0
1,4,2,70,1,1,1,6,110,4,1,3,1,4,1,2,3,4,2,1,0,0,2,1,1,1,2,1
1,3,2,210,1,2,3,4,1600,1,1,2,1,1,1,4,4,3,0,0,2,1,3,2,1,3,2,1
2,4,2,150,1,2,2,7,480,7,1,3,1,1,1,1,5,4,1,1,0,0,2,7,4,4,2,0
2,3,2,90,1,2,6,8,1500,6,2,,4,1,1,4,7,2,0,0,2,2,0,9,9,4,1,0
1,2,2,150,1,2,1,3,1800,1,1,3,3,1,1,4,7,2,0,0,0,0,1,6,7,2,1,0
1,3,2,40,3,,1,5,30,2,1,3,,2,4,4,6,,0,0,1,1,,,,2,,0
1,3,2,40,1,2,1,5,1200,3,1,3,1,2,1,1,3,3,1,1,0,0,2,1,1,3,2,0
1,3,2,290,1,2,9,4,170,3,1,3,8,2,3,4,7,3,0,0,1,1,1,15,15,2,1,0
1,3,2,100,1,1,1,6,120,4,2,,4,1,1,4,7,2,0,0,2,2,0,9,9,2,1,0
1,4,2,40,3,,1,7,410,4,2,,,1,6,4,7,,0,0,1,1,,,,0,,0
2,3,2,500,1,2,1,6,180,4,2,,,1,6,4,7,,0,0,1,1,,,,1,2,0
1,2,2,60,3,,1,5,610,1,2,,,1,4,4,7,,0,0,1,1,,,,5,,0
3,2,2,220,1,2,2,3,2,11,1,3,1,1,1,4,4,2,0,0,0,0,2,1,1,3,2,0
1,3,2,200,1,2,1,6,1500,3,1,3,7,2,3,2,6,4,1,1,0,0,3,13,13,4,2,0
1,5,2,80,1,2,9,8,1100,11,1,3,2,3,1,4,4,4,0,0,2,2,1,3,3,3,2,0
1,3,2,70,1,2,1,5,1100,4,1,3,,1,6,4,7,,0,0,1,1,,,,1,2,0
1,2,2,150,1,2,1,4,240,2,2,,1,1,1,4,4,2,0,0,0,0,1,7,2,3,1,0
1,4,2,70,1,2,1,6,1400,8,1,3,,4,6,4,3,,0,0,0,0,,,,2,2,0
1,3,2,110,1,2,3,8,1800,1,1,3,,1,7,4,5,,0,0,0,0,,,,3,1,0
1,3,2,100,1,1,3,4,160,3,1,3,1,2,1,4,6,4,0,0,0,0,3,1,1,4,2,0
1,5,2,640,1,2,3,9,1000,5,1,3,2,1,1,1,5,2,0,1,0,0,1,6,3,2,2,0
2,3,2,120,3,,1,6,2,6,2,,,1,6,4,3,,0,0,1,1,,,,2,,0
1,3,2,360,1,2,1,6,240,7,1,3,1,1,1,1,4,3,1,1,0,0,2,4,1,2,2,1
1,4,2,400,1,2,2,7,1200,8,1,3,2,1,1,2,5,4,2,1,0,0,1,3,3,3,1,0
1,3,2,260,1,2,1,5,400,7,1,3,1,1,1,4,6,4,0,0,0,0,2,2,1,3,2,0
1,4,2,190,1,2,1,8,1200,5,1,3,7,1,3,2,5,3,1,1,0,0,2,13,13,3,1,0
1,2,2,120,1,2,1,7,1400,2,2,,4,2,1,4,7,2,0,0,2,2,0,9,9,2,1,0
1,2,2,40,1,2,3,5,2000,1,2,,,1,6,4,7,,0,0,1,0,,,,2,1,0
1,3,2,120,1,2,1,7,600,5,2,,4,1,1,4,1,2,0,0,2,2,0,9,9,3,1,0
1,4,2,40,1,2,1,6,600,5,1,3,2,2,1,2,4,4,1,1,0,0,2,7,3,3,2,0
1,3,2,90,1,2,1,6,1300,5,1,3,,1,6,4,6,,0,0,1,1,,,,1,2,0
1,3,2,100,1,2,1,6,700,3,1,3,1,3,1,2,6,5,2,1,1,1,3,1,1,2,2,1
1,4,2,40,1,2,1,8,980,5,2,,,1,6,4,5,,0,0,1,1,,,,1,1,0
1,5,2,200,1,2,1,11,1900,5,1,2,1,2,1,2,3,5,1,1,1,1,3,1,1,3,1,0
1,3,2,240,1,2,1,8,50,2,2,,,2,7,3,6,,0,1,0,0,,,,1,2,0
1,3,2,90,1,1,1,5,540,3,2,,4,1,1,4,7,2,0,0,2,2,0,9,9,2,2,0
1,2,2,220,1,2,1,5,1200,3,1,3,,1,6,4,5,,0,0,0,0,,,,1,1,0
1,4,2,150,1,2,1,7,1300,5,2,,3,1,1,4,6,2,0,0,2,0,2,4,7,3,1,1
1,3,2,240,1,2,1,5,80,5,1,1,3,1,1,4,7,3,0,0,1,0,2,7,7,3,2,0
1,3,2,50,1,2,1,7,1200,8,1,3,4,1,1,4,5,2,0,0,2,2,0,9,9,2,1,1
1,2,3,100,1,2,1,5,1,9,1,3,,1,6,4,4,,0,0,1,0,,,,1,1,0
1,2,2,300,1,2,1,6,60,4,1,3,2,1,1,4,3,2,0,0,2,1,1,6,3,2,1,1
1,4,2,300,1,2,1,7,80,5,1,3,1,4,1,4,6,3,0,0,2,0,3,1,1,3,1,1
1,4,2,90,1,2,1,6,120,13,2,,1,4,1,4,4,3,0,0,0,0,3,5,1,3,2,0
1,5,1,150,1,1,1,10,90,5,1,3,1,2,1,1,5,9,3,1,0,0,3,1,1,5,1,0
1,2,3,40,1,2,1,5,300,7,1,3,,1,6,4,5,,0,0,1,1,,,,1,2,0
1,2,2,10,3,,1,5,1800,3,2,,,2,6,4,7,,0,0,1,1,,,,0,,0
1,4,2,90,1,2,1,7,1200,7,1,3,1,1,1,4,5,3,0,0,1,1,2,2,1,3,1,0
1,4,2,300,1,2,1,7,2500,2,1,3,4,3,1,4,3,2,0,0,1,1,0,9,9,2,2,1
1,4,2,30,3,,1,7,250,5,2,,,1,4,4,7,,0,0,1,1,,,,1,,0
1,3,2,130,1,1,3,7,960,8,1,3,1,1,1,4,5,2,0,0,0,0,2,1,1,3,1,0
1,5,2,150,1,2,3,7,720,8,1,3,1,1,1,3,3,4,2,1,0,0,2,1,1,3,2,0
1,4,2,140,1,2,1,7,1800,5,1,2,1,1,1,4,5,3,0,0,0,0,3,4,1,4,2,0
1,4,2,100,1,2,1,7,1000,5,1,1,4,1,1,4,6,2,0,0,0,0,0,9,9,1,1,0
1,3,2,4,1,2,1,7,700,4,2,,8,1,3,4,7,2,0,0,1,1,0,15,15,2,2,1
1,3,2,70,1,1,1,7,1200,1,1,3,2,1,1,4,6,2,0,0,2,2,1,7,3,2,1,1
1,3,2,30,3,,1,7,1200,3,1,3,,1,4,4,5,,0,0,0,0,,,,3,,0
1,4,2,200,1,2,3,7,1600,6,2,,3,1,1,4,6,2,0,0,0,0,2,5,7,2,2,0
1,3,3,70,3,,1,6,1,4,1,3,8,1,3,4,6,2,0,0,2,2,0,15,15,1,,0
1,3,2,60,1,2,3,4,720,4,2,,1,4,1,2,4,4,2,1,0,0,2,1,1,2,2,0
1,4,2,130,1,2,1,7,1800,3,1,1,4,1,1,4,7,3,0,0,2,2,1,9,9,3,1,0
1,3,2,200,1,2,1,6,1200,4,1,3,1,1,1,4,6,2,0,0,0,0,2,1,1,2,1,0
1,2,1,1,3,,1,5,1,4,2,,,1,4,4,4,,0,0,1,1,,,,1,,0
1,4,2,530,1,2,1,8,1300,3,2,,4,1,1,4,7,2,0,0,2,2,0,9,9,2,1,1
1,4,2,230,1,2,1,8,240,3,1,1,2,1,1,4,5,2,0,0,2,0,1,8,3,2,1,0
1,3,2,70,1,2,1,7,1500,8,1,3,1,1,1,4,5,3,0,0,1,0,3,4,1,3,2,0
2,2,2,100,2,,1,6,2,1,2,,2,1,1,3,3,4,2,1,0,0,1,3,3,3,,0
1,3,2,100,1,2,1,5,840,4,1,3,5,2,2,2,3,6,1,1,1,1,2,10,10,3,1,0
1,3,2,220,1,2,2,6,1000,2,1,3,5,2,2,4,6,4,0,0,0,0,3,11,10,4,2,0
1,3,2,70,3,,9,5,700,8,2,,8,2,3,2,3,2,1,1,0,0,0,15,15,1,,0
1,3,2,40,1,2,1,5,1300,7,1,3,7,1,3,4,5,2,0,0,0,0,2,14,13,2,2,0
1,3,3,50,1,2,3,5,960,5,1,3,1,1,1,4,6,2,0,0,1,0,2,2,1,2,1,0
1,3,2,350,1,2,1,7,300,8,1,3,2,1,1,2,5,4,2,1,0,0,1,3,3,2,2,1
1,3,2,280,3,,1,5,600,5,2,,4,3,1,4,7,2,0,0,2,2,2,5,9,2,,0
1,3,2,180,1,2,1,7,1100,1,1,3,4,1,1,4,7,2,0,0,2,2,0,9,9,2,1,0
1,3,2,190,1,2,1,5,960,3,1,3,1,1,1,4,5,2,0,0,0,0,2,1,1,2,1,0
1,3,2,50,3,,1,5,130,4,2,,4,1,1,4,7,2,0,0,2,2,0,9,9,2,,0
1,3,2,140,1,2,1,6,60,3,2,,8,1,3,4,7,2,0,0,2,1,0,15,15,2,2,0
1,3,2,50,1,1,1,6,250,2,1,3,1,1,1,4,6,2,0,0,0,0,2,1,1,3,1,1
1,4,2,40,1,1,1,8,460,4,1,4,4,1,1,4,6,2,0,0,2,2,0,9,9,2,1,0
1,2,2,10,1,2,1,4,760,3,2,,,4,6,4,6,,0,0,1,1,,,,0,1,0
1,3,2,90,1,1,1,6,810,5,1,3,1,2,1,4,6,3,0,0,0,0,3,4,1,3,2,0
1,3,2,230,1,2,1,5,1200,3,1,3,2,1,1,1,6,4,1,1,0,0,2,3,3,5,2,0
1,4,2,180,1,1,1,8,1200,5,1,3,1,1,1,2,5,4,2,1,0,0,2,2,1,2,1,1
1,3,2,150,1,2,1,6,2200,5,1,3,1,1,1,4,3,2,0,0,1,0,2,1,1,2,2,0
1,4,2,160,1,2,1,8,1200,5,1,2,3,1,1,4,7,2,0,0,2,2,1,6,7,1,2,0
1,2,1,40,1,2,1,3,560,5,1,3,4,1,1,4,3,2,0,0,2,1,0,9,9,1,1,0
1,4,2,130,1,2,1,8,950,6,1,3,2,5,1,1,6,3,1,1,0,0,1,3,3,2,2,0
1,3,2,60,1,2,1,5,360,3,2,,2,4,1,2,5,5,2,1,0,0,1,6,3,2,2,0
1,4,2,100,1,1,1,8,40,6,1,2,3,1,1,4,7,2,0,0,0,0,1,7,7,2,2,0
1,4,2,70,1,2,3,7,480,5,2,,,1,6,4,7,,0,0,1,1,,,,1,2,0
1,3,2,2,1,2,1,5,670,4,1,3,4,1,1,4,7,2,0,0,2,2,0,9,9,2,1,0
1,2,1,60,1,1,1,6,1200,6,2,,4,1,1,4,6,2,0,0,2,2,0,9,9,1,2,0
1,4,2,120,1,1,1,6,2500,5,1,2,1,3,1,2,3,4,2,1,0,0,2,5,4,2,1,1
1,4,2,100,3,,3,6,360,3,2,,6,3,2,4,6,3,0,0,1,1,2,12,12,1,,0
1,4,2,140,1,2,1,7,90,4,1,3,8,1,3,4,7,2,0,0,1,0,1,15,15,2,1,0
1,4,2,80,1,2,1,9,600,1,1,4,1,1,1,3,4,5,3,1,0,0,2,4,1,2,1,1
1,4,2,180,1,2,1,7,1300,4,1,3,1,2,1,4,5,3,0,0,1,0,2,3,4,2,2,0
1,3,2,130,1,2,1,6,1500,4,2,,4,1,1,4,7,2,0,0,2,2,0,9,9,2,2,0
2,3,2,350,1,2,2,5,1200,8,1,3,8,1,3,4,5,3,0,0,0,0,3,14,15,1,1,1
1,3,2,130,1,2,1,5,650,4,2,,,1,6,4,7,,0,0,1,1,,,,2,1,0
1,4,2,4,1,2,1,10,570,3,1,3,3,3,1,1,1,5,3,1,0,0,1,7,7,1,2,1
1,3,2,110,1,2,1,7,120,7,1,3,1,1,1,4,5,2,0,0,1,0,2,2,1,2,1,1
2,0,2,90,1,2,1,1,2,6,2,,,1,4,4,7,,0,0,1,1,,,,2,1,0
1,3,2,110,3,,1,5,650,5,1,3,5,4,2,4,1,5,0,0,0,0,3,10,10,4,,1
1,3,2,70,1,2,1,6,960,2,2,,1,2,1,4,6,5,0,0,0,0,3,2,1,4,1,0
1,2,2,40,1,2,1,5,1500,6,1,2,2,1,1,4,6,2,0,0,2,1,1,7,3,3,1,0
1,4,2,90,3,,1,7,3000,6,2,,4,1,1,4,6,2,0,0,2,2,0,9,9,2,,0
1,2,2,90,1,2,1,4,1100,3,1,3,2,2,1,4,4,2,0,0,0,0,1,8,3,3,1,0
1,3,2,60,1,2,1,6,20,4,1,3,7,1,3,4,3,2,0,0,0,0,2,13,13,2,1,0
1,4,2,120,1,2,1,8,30,8,1,3,1,1,1,1,5,3,1,1,0,0,2,4,1,2,1,0
1,3,2,120,1,1,6,4,1000,5,1,3,1,1,1,2,4,3,1,1,0,0,2,4,1,5,1,0
1,4,2,350,1,2,1,7,600,4,1,3,1,1,1,2,3,5,3,1,0,0,2,1,1,3,2,1
1,3,2,110,1,2,1,6,1200,7,1,1,1,3,1,2,5,4,1,1,0,0,2,2,1,3,1,0
1,5,2,480,1,2,1,8,1300,8,1,2,3,4,1,4,5,4,0,0,2,2,3,3,7,5,2,1
1,3,2,40,3,,1,6,780,3,2,,,1,6,4,7,,0,0,1,1,,,,0,,0
1,1,3,30,1,2,1,3,350,6,1,3,,1,6,4,5,,0,0,0,0,,,,1,1,0
1,3,2,150,1,2,1,6,1200,6,1,2,,1,6,4,5,,0,0,0,0,,,,1,2,0
1,3,2,200,1,1,1,6,800,4,1,3,2,1,1,2,4,5,3,1,0,0,1,7,3,2,1,1
1,2,1,70,3,,2,6,2,5,2,,,1,6,4,7,,0,0,1,1,,,,1,,0
1,3,2,70,1,2,1,5,100,1,2,,1,4,1,2,6,3,1,1,0,0,2,1,1,2,1,1
1,4,2,130,1,1,3,7,120,3,1,2,1,1,1,2,3,3,1,1,0,0,2,1,1,2,1,0
1,4,2,80,1,2,1,10,930,8,1,3,1,4,1,4,4,2,0,0,0,0,2,1,1,5,2,1
1,2,2,190,3,,1,4,2000,6,1,3,2,1,1,4,5,2,0,0,2,2,1,3,3,0,,1
1,2,2,80,3,,1,4,480,2,1,3,,1,4,4,1,,0,0,0,0,,,,1,,0
1,5,2,2,1,2,1,11,720,5,1,2,2,1,1,4,5,2,0,0,0,0,1,7,3,2,1,0
1,2,2,200,1,2,1,4,140,5,1,3,1,1,1,3,5,4,2,1,0,0,2,5,1,2,2,1
1,3,3,270,1,2,1,5,1,7,1,3,,1,5,4,5,,0,0,0,0,,,,2,2,0
1,2,2,180,3,,1,5,30,1,1,3,,1,5,4,1,,0,0,2,0,,,,4,,0
1,4,2,160,1,2,1,11,900,7,2,,4,1,1,4,6,2,0,0,2,2,0,9,9,2,1,1
1,3,2,150,1,2,1,7,1200,6,2,,4,1,1,4,6,2,0,0,2,2,0,9,9,3,1,1
1,3,2,170,1,2,2,7,600,1,1,3,4,1,1,4,7,3,0,0,2,2,1,9,9,3,2,0
1,2,2,90,1,1,1,4,1300,1,1,2,1,1,1,4,5,3,0,0,0,0,3,1,1,3,1,0
1,2,2,120,1,2,1,5,600,6,2,,4,1,1,4,6,2,0,0,2,2,0,9,9,2,1,0
2,3,2,100,1,2,1,6,2,4,2,,4,1,1,4,7,3,0,0,2,2,1,9,9,2,1,0
1,4,2,40,1,1,1,6,50,3,2,,4,1,1,4,7,2,0,0,2,2,0,9,9,1,2,0
1,3,2,200,1,2,1,6,960,7,1,3,4,2,1,4,5,2,0,0,2,2,0,9,9,2,2,0
1,3,2,100,3,,1,4,900,8,1,3,1,2,1,3,1,4,2,1,0,0,2,2,2,1,,0
1,3,2,70,1,1,1,6,720,8,1,3,4,1,1,4,5,2,0,0,2,2,0,9,9,2,2,0
1,4,2,200,2,,1,7,400,3,1,3,2,1,1,3,3,7,5,1,0,0,2,2,3,1,,0
1,5,2,60,1,2,6,8,100,3,1,3,2,1,1,4,5,2,0,0,0,0,1,3,3,3,2,0
1,2,2,50,1,2,1,3,540,3,1,3,7,4,3,2,5,3,1,1,1,1,1,13,13,2,2,0
1,2,2,2,1,2,1,4,350,3,1,3,1,2,1,4,6,5,0,0,0,0,3,2,1,4,2,0
1,3,2,40,3,,1,6,1500,4,1,3,8,3,3,4,7,3,0,0,1,1,1,15,15,1,,0
