Lot,Bedroom,Units,Electric,Internet,FiberOpt,HeatFuel,Rooms,Water,Built,Tenure,JuniorMtg,FamEmp,Lang,Family,HHpresence,Move,Npersons,Nchild,Under18,Over60,Over65,Workers,WkExp,WkStatus,Vehicles,BroadBND,HiWorth
1,0,2,330,1,2,1,1,1700,4,1,3,2,2,1,4,7,4,0,0,0,0,2,3,3,3,1,0
1,2,2,70,1,2,2,3,40,3,2,,6,1,2,4,7,2,0,0,2,1,0,12,12,1,1,0
1,3,2,80,1,2,1,6,2400,3,1,3,,1,6,4,5,,0,0,1,1,,,,1,1,1
1,3,2,250,1,2,1,5,640,6,1,3,8,1,3,4,3,3,0,0,1,1,2,15,15,3,1,0
1,3,2,200,1,2,3,8,300,7,1,1,2,1,1,4,5,4,0,0,1,0,3,4,3,4,1,0
1,2,3,50,1,2,3,4,1,6,1,3,1,4,1,2,4,3,1,1,0,0,2,1,1,2,1,1
1,3,2,300,1,2,1,7,480,5,1,2,2,1,1,2,5,3,1,1,0,0,1,6,3,2,2,0
1,3,2,80,1,1,1,6,250,6,2,,,1,6,4,5,,0,0,0,0,,,,1,1,0
1,3,2,160,1,2,3,6,600,5,2,,3,1,1,4,5,2,0,0,1,1,1,3,7,2,2,0
1,4,2,510,1,2,1,8,600,7,1,2,2,1,1,4,5,2,0,0,2,0,1,3,3,2,1,1
1,3,2,50,1,2,1,6,50,7,1,3,7,1,3,4,5,2,0,0,1,0,2,14,13,2,1,0
1,4,2,100,2,,1,5,1300,5,1,2,3,1,1,4,7,2,0,0,2,1,1,8,7,2,,0
1,3,2,50,1,2,3,4,1000,5,2,,1,4,1,4,3,3,0,0,0,0,2,5,1,2,1,0
1,4,2,250,1,2,1,7,3000,8,1,3,1,4,1,4,5,4,0,0,0,0,3,1,1,4,1,0
1,4,2,80,1,2,1,11,1100,9,1,2,1,1,1,1,3,4,2,1,0,0,2,5,1,2,2,0
1,4,3,350,1,2,1,8,4100,3,1,3,,4,5,4,2,,0,0,0,0,,,,3,1,1
1,2,2,30,1,2,1,4,1400,2,2,,8,1,3,4,7,2,0,0,1,1,1,15,15,1,2,0
1,3,3,270,1,2,3,7,800,5,1,3,7,1,3,4,5,2,0,0,0,0,2,13,13,2,2,0
1,3,2,120,1,2,1,5,490,4,1,3,2,1,1,4,2,4,0,0,0,0,3,7,3,2,1,0
1,3,2,2,1,2,1,4,720,3,1,3,1,2,1,2,5,4,1,1,0,0,3,5,1,3,1,0
1,4,2,250,1,2,1,7,70,4,1,3,1,1,1,4,6,2,0,0,1,1,2,1,1,4,2,0
1,3,2,70,1,1,1,6,900,5,2,,,1,6,4,7,,0,0,1,0,,,,3,2,0
1,4,2,230,1,2,1,8,1600,5,1,3,2,1,1,4,6,2,0,0,2,0,1,8,3,4,2,0
1,3,2,70,1,2,1,5,190,6,1,2,3,1,1,4,6,2,0,0,2,2,1,7,7,2,1,0
1,2,2,50,1,2,1,5,50,2,1,3,,1,7,4,3,,0,0,0,0,,,,2,2,0
1,2,2,530,1,2,1,6,300,1,2,,2,1,1,4,7,3,0,0,2,2,2,7,3,3,2,0
1,4,2,100,1,2,1,10,160,6,1,3,,1,6,4,5,,0,0,1,0,,,,2,2,0
1,3,2,90,1,2,1,5,280,6,1,3,7,2,3,4,5,3,0,0,0,0,3,13,13,3,2,0
1,3,2,110,1,2,1,6,530,3,1,3,2,1,1,4,7,2,0,0,2,2,2,5,3,2,2,0
1,4,2,90,1,2,1,6,80,3,1,3,1,1,1,4,5,3,0,0,0,0,3,1,1,3,1,0
1,4,2,80,1,2,1,6,1800,4,1,3,3,1,1,4,7,2,0,0,1,0,1,8,7,3,2,0
1,5,2,80,1,2,1,9,130,6,1,3,8,4,3,4,6,2,0,0,1,1,1,15,15,2,2,0
1,3,2,450,1,2,1,11,80,6,2,,1,1,1,4,6,3,0,0,1,1,3,1,1,3,2,1
1,4,2,160,1,1,1,7,800,4,1,3,1,1,1,4,7,4,0,0,0,0,3,4,1,4,1,1
1,4,2,490,1,2,1,7,1500,3,2,,8,1,3,2,7,5,1,1,2,1,2,15,15,3,1,0
1,4,2,90,1,2,1,7,1200,3,1,3,1,1,1,4,5,2,0,0,0,0,2,1,1,1,1,1
1,3,2,140,2,,1,5,4,4,1,4,1,2,1,4,5,2,0,0,0,0,2,1,1,3,,0
1,1,1,60,1,2,1,4,20,5,2,,,1,6,4,3,,0,0,1,1,,,,1,2,0
1,5,2,170,1,2,1,7,660,1,2,,,1,6,4,6,,0,0,1,1,,,,1,1,0
1,4,2,180,1,2,1,8,480,5,2,,1,1,1,4,5,3,0,0,1,1,3,5,1,3,1,0
1,3,2,150,1,2,1,7,870,4,1,3,4,1,1,4,7,2,0,0,2,2,0,9,9,2,1,0
1,3,2,2,1,2,1,6,420,3,1,3,1,1,1,4,3,2,0,0,0,0,2,1,1,2,1,1
2,5,2,400,1,2,2,11,200,6,2,,,1,6,4,4,,0,0,0,0,,,,1,2,0
1,2,3,80,1,2,1,3,150,9,1,3,2,4,1,4,5,2,0,0,2,1,1,3,3,1,1,0
1,4,2,130,1,2,1,8,4100,6,1,3,1,1,1,3,4,5,3,1,0,0,2,1,1,3,1,1
1,2,2,70,1,2,1,5,200,2,1,2,1,1,1,4,5,2,0,0,2,1,2,1,1,1,1,0
1,3,2,30,3,,6,6,500,2,1,3,,1,6,4,3,,0,0,1,1,,,,1,,0
2,3,2,100,1,2,6,4,2,13,1,3,1,2,1,2,4,4,2,1,0,0,2,1,1,4,2,0
1,3,2,30,1,2,1,8,70,2,1,3,8,1,3,4,7,2,0,0,1,1,0,15,15,2,2,0
2,3,2,170,1,2,2,6,2000,5,1,2,8,1,3,2,4,2,1,1,0,0,1,14,15,2,2,0
1,3,2,130,1,2,1,6,300,4,1,3,2,1,1,4,5,3,0,0,0,0,2,3,3,3,1,0
1,3,2,60,3,,1,4,1800,3,2,,,1,6,4,5,,0,0,1,1,,,,0,,0
3,3,2,2,1,2,7,5,2,8,2,,4,1,1,4,5,2,0,0,1,0,0,9,9,3,2,0
1,2,2,60,1,2,6,5,80,2,2,,4,1,1,4,7,2,0,0,2,2,0,9,9,1,2,0
1,3,2,80,1,2,1,7,600,6,2,,,1,6,4,4,,0,0,1,1,,,,2,2,0
1,2,2,100,3,,1,5,480,4,2,,,1,6,4,7,,0,0,1,0,,,,1,,0
1,3,2,40,1,2,3,5,800,6,2,,,1,6,4,5,,0,0,0,0,,,,2,2,0
1,3,2,50,1,2,1,5,80,7,2,,,1,7,4,5,,0,0,2,2,,,,2,2,0
1,3,2,60,1,2,1,6,470,3,2,,8,1,3,4,7,3,0,0,1,1,1,15,15,1,2,0
1,3,2,150,1,1,1,11,110,7,1,3,2,1,1,4,4,2,0,0,0,0,1,3,3,2,1,0
1,2,1,150,1,2,1,5,720,4,2,,,1,6,4,4,,0,0,1,1,,,,1,1,0
1,3,2,60,1,1,1,6,600,4,1,3,1,3,1,4,6,2,0,0,1,0,2,4,1,2,1,1
1,3,2,450,1,2,1,4,750,2,1,3,1,3,1,4,2,4,0,0,0,0,3,1,1,5,2,0
1,4,2,60,1,2,1,7,860,4,2,,1,1,1,4,6,4,0,0,0,0,3,2,1,5,2,0
1,2,2,70,1,2,1,6,660,5,2,,,1,6,4,6,,0,0,1,1,,,,1,1,0
1,2,1,60,1,2,1,4,2,4,2,,,1,6,4,4,,0,0,1,1,,,,1,2,0
1,3,1,80,1,2,1,6,2,12,2,,4,1,1,4,2,2,0,0,2,2,0,9,9,1,2,0
1,4,2,110,3,,1,7,850,7,1,3,4,1,1,4,6,2,0,0,2,2,0,9,9,1,,0
1,4,2,80,1,2,1,7,990,1,1,3,1,4,1,2,7,4,1,1,0,0,2,1,1,0,1,0
1,3,2,100,1,2,1,4,240,5,2,,1,2,1,2,5,5,2,1,0,0,3,1,1,4,1,0
1,3,2,100,1,2,1,5,1300,1,1,3,1,1,1,4,7,2,0,0,2,0,2,2,1,2,2,0
1,4,2,250,2,,1,7,840,5,2,,1,1,1,4,7,4,0,0,2,2,2,7,4,3,,0
1,3,2,150,1,2,3,6,980,1,1,3,2,2,1,2,4,6,1,1,0,0,3,6,3,1,2,0
1,3,2,100,1,1,3,7,1200,2,1,3,1,2,1,4,3,2,0,0,0,0,2,1,1,3,2,1
1,2,2,200,1,2,1,4,480,3,2,,1,1,1,4,6,2,0,0,0,0,2,1,1,2,1,0
3,3,2,30,1,2,2,14,2,11,2,,2,1,1,4,4,2,0,0,2,2,2,2,3,3,1,1
1,2,1,30,3,,1,5,530,5,2,,,1,6,4,4,,0,0,1,1,,,,1,,0
1,2,2,100,1,2,3,5,750,1,1,3,1,2,1,4,5,2,0,0,0,0,2,1,1,2,2,0
1,3,2,70,1,2,1,5,1100,5,1,3,,1,6,4,6,,0,0,0,0,,,,1,2,0
1,2,3,90,1,2,3,3,2,6,1,3,,1,4,4,5,,0,0,0,0,,,,2,1,0
1,3,2,50,1,1,1,5,1300,3,1,3,8,2,3,4,5,6,0,0,1,1,2,15,15,2,1,0
1,3,2,90,1,2,1,8,1200,4,1,3,5,2,2,4,3,3,0,0,0,0,3,10,10,3,2,0
2,3,2,20,1,2,6,7,2,1,2,,4,1,1,4,4,2,0,0,2,0,0,9,9,2,2,0
1,3,2,300,1,2,3,4,1200,8,1,3,,1,6,4,3,,0,0,1,0,,,,3,2,0
1,4,2,30,1,2,3,5,770,8,1,3,4,1,1,4,5,2,0,0,2,2,0,9,9,2,1,0
1,3,2,60,1,2,1,6,360,3,1,3,,1,4,4,7,,0,0,1,1,,,,1,2,0
1,3,2,90,1,2,9,6,80,1,1,3,7,3,3,2,4,3,1,1,0,0,2,13,13,1,2,0
1,4,2,250,1,2,1,6,1400,7,1,3,,2,4,4,5,,0,0,0,0,,,,3,1,0
1,3,3,140,1,2,3,6,1700,5,1,2,5,2,2,4,5,2,0,0,0,0,2,10,10,2,2,0
1,3,2,100,2,,1,5,50,8,2,,1,1,1,2,4,4,2,1,0,0,2,1,1,1,,0
1,3,2,440,1,1,3,7,1000,4,1,1,4,2,1,4,6,2,0,0,2,2,0,9,9,1,2,0
1,3,2,240,1,2,1,8,1300,2,1,3,4,1,1,4,5,2,0,0,2,2,0,9,9,2,1,1
2,1,2,90,1,2,6,5,2,3,2,,4,1,1,4,4,2,0,0,2,2,0,9,9,1,2,0
1,7,2,200,1,2,1,10,4100,1,1,2,1,2,1,2,6,6,1,1,0,0,3,1,1,5,1,0
1,4,2,180,1,2,1,7,1600,5,1,3,1,4,1,2,4,5,1,1,0,0,2,2,1,3,1,0
1,3,2,250,1,2,3,11,1000,3,2,,2,1,1,2,5,5,2,1,0,0,2,7,3,4,1,1
1,3,2,170,1,2,3,5,240,5,1,2,1,1,1,2,5,3,1,1,0,0,3,1,1,3,1,0
1,3,2,4,1,2,7,5,1200,7,2,,4,1,1,4,5,2,0,0,2,2,0,9,9,1,2,0
1,3,2,100,1,1,1,6,2200,6,1,4,4,1,1,4,6,3,0,0,2,0,2,8,9,2,1,0
1,2,2,100,1,2,1,4,720,3,2,,6,1,2,4,7,2,0,0,1,0,1,12,12,5,1,0
1,4,2,30,1,2,1,5,1200,7,1,3,,1,4,4,1,,0,0,0,0,,,,1,1,0
2,3,2,300,1,2,2,6,140,10,1,1,3,4,1,3,1,5,2,1,1,1,1,3,7,3,1,1
1,2,1,30,1,2,2,4,50,5,1,3,,1,4,4,5,,0,0,1,1,,,,1,1,0
1,3,2,300,2,,3,7,290,4,2,,8,1,3,2,5,4,1,1,2,1,1,15,15,3,,0
1,4,2,100,1,2,1,8,150,5,1,3,2,2,1,3,3,5,2,1,0,0,2,7,3,3,2,1
1,3,2,270,1,2,1,7,1500,1,1,3,,1,1,4,5,2,0,0,1,0,1,7,,2,1,0
1,5,2,200,1,2,1,9,1100,10,1,3,1,1,1,3,1,8,3,1,0,0,2,1,1,5,1,0
1,3,2,110,1,2,9,5,600,2,1,3,2,2,1,4,5,4,0,0,0,0,3,2,3,2,2,0
1,1,3,30,1,2,9,3,600,1,1,3,,1,6,4,2,,0,0,0,0,,,,1,1,0
1,3,2,150,1,2,6,8,130,1,1,3,,1,6,4,7,,0,0,1,1,,,,1,1,0
1,3,2,80,1,2,1,5,30,3,1,3,4,2,1,4,7,2,0,0,2,2,0,9,9,1,2,0
1,4,2,20,1,2,1,10,50,5,1,3,,1,4,4,7,,0,0,1,1,,,,1,2,0
1,3,2,90,1,2,1,6,670,5,2,,6,1,2,4,7,4,0,0,1,1,1,12,12,4,2,0
1,4,2,640,1,2,1,14,1200,2,1,3,7,3,3,4,3,2,0,0,0,0,2,13,13,3,2,1
1,5,2,90,1,2,1,8,420,7,1,3,5,2,2,3,4,3,2,1,0,0,1,10,10,5,1,0
1,2,1,120,1,2,3,6,140,5,2,,,1,6,4,6,,0,0,1,1,,,,1,2,0
2,3,3,170,1,2,2,7,1500,4,1,3,,1,6,4,5,,0,0,1,1,,,,0,1,0
1,3,2,90,1,2,3,6,1700,5,1,3,1,1,1,4,3,3,0,0,0,0,3,4,1,3,2,0
2,3,2,70,2,,2,6,2,3,1,3,8,1,3,4,5,3,0,0,1,1,2,15,15,3,,1
1,3,1,40,1,2,1,5,240,4,2,,1,2,1,2,3,6,4,1,0,0,1,3,2,1,2,0
1,3,2,130,1,2,1,7,1900,1,1,3,,1,5,4,4,,0,0,0,0,,,,2,1,0
1,4,2,240,1,2,1,7,500,4,1,3,3,1,1,4,6,4,0,0,1,1,3,3,7,4,1,0
1,5,2,130,1,2,1,7,1500,7,1,3,1,2,1,2,2,4,2,1,0,0,2,1,1,2,2,0
1,4,2,120,1,2,1,6,1500,7,1,3,1,1,1,3,3,5,3,1,0,0,2,5,1,2,2,0
1,2,2,200,1,2,3,4,50,1,1,3,7,1,3,2,7,4,1,1,1,0,3,13,13,3,2,0
1,4,2,180,1,2,1,6,1000,8,1,3,1,1,1,4,1,2,0,0,0,0,2,4,1,4,1,1
1,4,2,2,1,2,3,9,960,4,2,,,1,6,4,7,,0,0,1,1,,,,1,1,0
1,4,2,4,1,2,1,7,240,4,1,2,1,1,1,4,4,2,0,0,0,0,2,1,1,2,2,1
1,3,2,100,1,2,2,6,1000,5,1,3,4,1,1,4,6,2,0,0,2,1,1,6,9,1,1,0
1,4,2,120,3,,3,6,720,7,1,4,1,2,1,2,4,5,2,1,1,1,2,2,1,1,,0
1,2,1,30,3,,1,7,1,5,2,,,1,6,4,5,,0,0,1,1,,,,0,,0
2,3,2,440,1,2,2,10,2,6,1,3,8,1,3,4,5,2,0,0,2,2,1,15,15,3,2,0
1,5,2,200,1,2,2,10,2000,6,1,2,,1,4,4,3,,0,0,1,1,,,,1,1,0
1,3,2,250,1,2,1,6,1300,5,2,,2,2,1,4,6,4,0,0,1,1,2,3,3,6,2,1
1,2,1,40,3,,6,4,1,4,2,,,1,6,4,4,,0,0,1,1,,,,0,,0
1,4,2,130,1,2,3,7,1300,4,1,3,4,1,1,4,5,2,0,0,2,2,0,9,9,2,1,0
1,2,2,90,1,2,1,5,600,2,1,3,7,1,3,4,5,2,0,0,2,1,2,13,13,3,2,0
1,3,2,140,1,2,1,4,720,7,1,3,1,2,1,4,6,5,0,0,0,0,2,1,1,5,1,0
1,2,3,140,1,2,1,4,1800,5,1,2,,1,6,4,1,,0,0,0,0,,,,1,2,0
1,2,2,40,1,2,6,4,900,2,1,4,,1,4,4,6,,0,0,1,0,,,,1,2,0
1,3,3,60,1,2,1,5,960,4,2,,,1,6,4,7,,0,0,1,1,,,,1,2,0
1,5,2,200,1,2,3,9,100,9,1,3,8,2,3,2,4,8,3,1,1,1,3,15,15,4,2,0
1,3,2,300,1,2,1,4,1600,3,1,2,1,3,1,4,5,2,0,0,2,0,2,1,1,2,1,0
1,3,2,90,1,2,1,5,110,5,2,,,1,4,4,6,,0,0,0,0,,,,1,2,0
1,3,3,80,1,2,3,5,1,4,1,3,,1,4,4,6,,0,0,1,1,,,,3,1,0
1,4,2,70,1,2,1,7,70,2,2,,,1,4,4,7,,0,0,1,1,,,,3,2,0
1,2,2,20,3,,3,3,860,2,1,3,8,1,3,1,6,2,1,1,1,1,0,15,15,1,,0
1,4,2,90,1,2,1,8,940,5,2,,3,3,1,4,7,3,0,0,2,2,2,7,7,4,1,1
2,2,2,80,1,2,2,5,90,3,2,,1,1,1,4,5,2,0,0,0,0,2,1,1,2,2,0
1,3,2,220,1,2,1,6,660,4,1,3,1,2,1,4,4,4,0,0,0,0,3,2,1,4,2,0
1,5,2,50,1,1,1,10,410,4,2,,,1,4,4,7,,0,0,1,1,,,,1,1,0
2,2,2,80,3,,1,5,2,3,2,,7,1,3,4,6,2,0,0,1,0,2,13,13,2,,0
1,4,2,160,1,1,1,8,1300,7,1,2,4,1,1,4,5,2,0,0,2,2,1,6,9,2,1,0
1,3,2,30,1,2,1,5,650,1,1,1,2,1,1,4,4,3,0,0,2,2,1,7,3,1,2,1
1,3,2,200,1,2,1,5,1200,4,2,,4,1,1,4,7,2,0,0,2,2,0,9,9,0,2,0
1,3,2,100,1,2,1,5,1200,18,1,3,1,1,1,2,2,3,1,1,0,0,2,1,1,2,2,0
1,4,2,60,1,2,3,7,560,5,1,2,,2,7,4,7,,0,0,2,2,,,,1,2,0
1,3,2,190,1,2,1,5,1200,5,1,3,2,2,1,4,5,2,0,0,2,2,1,7,3,3,2,0
1,4,2,50,3,,3,7,870,3,1,3,1,2,1,4,7,3,0,0,0,0,2,2,1,0,,0
1,3,2,60,1,2,1,6,20,4,1,3,8,3,3,1,5,4,1,1,1,1,2,15,15,2,1,0
3,3,1,90,3,,3,5,1200,6,2,,8,1,3,4,7,2,0,0,2,1,0,15,15,1,,0
1,3,2,380,1,2,2,6,780,7,1,3,1,1,1,2,5,4,2,1,0,0,2,1,1,2,1,0
1,4,2,60,1,2,1,6,1400,5,2,,2,4,1,4,6,4,0,0,0,0,2,6,3,4,1,0
1,3,2,80,3,,1,5,480,7,1,3,,1,4,4,5,,0,0,0,0,,,,1,,1
1,4,2,120,1,2,1,7,500,6,1,3,1,2,1,2,5,4,1,1,1,0,2,1,1,4,1,0
1,3,2,50,1,2,1,5,290,4,1,3,3,1,1,4,6,2,0,0,1,1,2,4,7,3,1,0
2,5,2,180,1,2,6,9,100,6,1,2,4,1,1,4,7,4,0,0,2,2,2,9,9,5,1,0
1,2,2,20,3,,1,6,870,1,2,,,2,6,4,6,,0,0,1,1,,,,0,,0
1,4,2,90,1,2,1,6,400,4,1,3,1,1,1,1,4,3,1,1,0,0,2,2,1,2,2,0
1,3,2,1,1,2,1,4,1900,6,2,,4,1,1,4,6,4,0,0,2,2,1,9,9,2,1,0
1,3,2,340,1,2,3,7,890,4,1,3,2,2,1,2,7,6,2,1,2,2,3,3,3,3,2,0
1,3,2,100,1,2,1,7,100,4,1,4,3,1,1,4,7,2,0,0,1,0,2,4,7,2,2,1
1,5,2,90,1,2,1,7,2500,11,1,3,1,2,1,3,4,9,4,1,1,1,3,4,1,2,2,0
1,4,2,70,1,2,1,6,1300,1,2,,1,2,1,4,6,4,0,0,0,0,3,1,1,4,1,0
2,4,2,200,1,2,6,9,2,7,1,3,1,1,1,1,3,4,2,1,0,0,2,4,1,4,1,1
3,3,2,100,1,2,8,5,2,8,1,3,4,1,1,4,5,2,0,0,2,2,0,9,9,5,2,0
1,4,2,40,1,1,1,10,20,5,2,,,1,4,4,7,,0,0,1,1,,,,1,1,0
1,4,2,200,1,2,1,6,1500,6,1,2,2,2,1,4,6,3,0,0,2,2,2,3,3,3,2,1
2,3,2,130,1,2,2,6,2,5,1,2,1,1,1,4,5,2,0,0,0,0,2,1,1,3,1,0
1,2,2,170,1,2,1,5,1800,7,1,3,4,1,1,4,4,2,0,0,2,2,0,9,9,2,1,0
1,3,2,130,1,2,1,6,900,5,1,3,1,1,1,4,5,2,0,0,1,0,2,1,1,3,1,0
1,4,2,30,1,2,1,8,1200,4,1,3,,1,6,4,5,,0,0,0,0,,,,1,2,0
2,2,1,110,1,2,2,5,2,5,2,,4,1,1,4,7,2,0,0,2,2,0,9,9,2,2,0
1,4,2,470,1,2,4,6,600,4,1,3,1,3,1,4,5,4,0,0,2,2,2,4,1,4,2,0
1,4,2,130,1,2,1,6,1000,4,1,2,1,3,1,4,5,3,0,0,1,0,3,1,1,3,1,1
2,4,2,150,1,2,1,8,600,5,1,3,8,4,3,4,1,2,0,0,1,1,1,15,15,2,1,0
1,4,2,150,1,2,1,5,1300,7,1,3,3,4,1,4,5,5,0,0,2,0,3,8,7,3,2,0
1,3,3,120,1,2,3,5,1,6,1,3,2,3,1,2,5,4,2,1,0,0,1,7,3,2,2,0
1,2,2,130,3,,1,6,430,6,2,,4,1,1,4,7,4,0,0,2,2,2,9,9,3,,0
1,3,2,200,1,2,1,6,600,3,2,,,1,6,4,7,,0,0,1,1,,,,0,2,0
1,2,2,100,1,2,2,4,1200,4,2,,4,1,1,4,4,3,0,0,1,0,0,9,9,2,1,0
1,3,2,190,1,2,3,6,450,8,1,3,1,1,1,2,4,4,2,1,0,0,2,1,1,4,1,1
1,3,3,150,1,2,1,9,1200,6,1,2,8,1,3,4,5,2,0,0,2,1,0,15,15,3,1,0
1,3,2,40,1,1,3,7,340,5,1,3,1,2,1,2,5,4,1,1,0,0,3,4,1,3,2,0
1,3,2,80,1,2,3,10,30,6,1,3,1,1,1,4,6,2,0,0,1,0,2,2,1,3,1,0
1,3,2,200,1,2,1,5,980,3,1,3,3,2,1,1,5,6,1,1,1,0,2,7,7,3,1,0
1,5,2,250,1,2,3,9,720,4,2,,,1,6,4,7,,0,0,1,1,,,,1,1,0
1,2,2,260,1,2,1,5,2000,1,2,,,1,4,4,6,,0,0,1,0,,,,1,1,1
1,3,2,300,1,2,1,6,1000,3,1,3,3,1,1,4,3,3,0,0,0,0,2,3,7,3,1,0
1,2,2,80,1,2,9,7,1200,1,1,1,2,1,1,4,6,2,0,0,1,0,1,6,3,1,1,0
1,3,2,70,1,2,2,6,1400,5,1,3,7,2,3,2,3,2,1,1,0,0,1,13,13,2,2,0
1,3,2,90,2,,3,9,60,3,1,3,2,3,1,4,5,4,0,0,2,2,2,5,3,3,,0
1,4,2,170,1,1,1,10,1800,9,1,3,1,3,1,3,3,6,3,1,1,0,3,2,4,3,1,1
1,4,2,370,1,2,3,7,840,7,1,2,4,1,1,4,5,4,0,0,1,1,2,9,9,3,1,0
3,4,2,250,1,2,2,10,2,5,1,2,2,1,1,4,5,2,0,0,0,0,2,4,3,3,1,1
1,3,2,80,1,2,1,6,720,4,2,,4,1,1,4,7,2,0,0,2,2,0,9,9,2,2,0
1,2,1,30,1,2,1,6,500,6,2,,,1,6,4,2,,0,0,1,1,,,,2,2,0
1,3,2,140,1,2,1,6,1900,3,1,1,3,1,1,2,7,4,1,1,1,0,1,3,7,2,1,0
1,4,2,20,1,2,1,10,500,8,1,3,3,4,1,4,5,2,0,0,2,1,1,6,7,2,1,0
1,2,2,80,1,2,1,6,100,7,2,,4,1,1,4,4,2,0,0,2,1,0,9,9,2,2,0
1,3,2,150,3,,1,9,750,2,1,3,2,3,1,4,5,2,0,0,2,0,1,7,3,2,,0
1,2,2,200,3,,1,4,4100,4,1,3,,2,4,4,1,,0,0,1,1,,,,2,,0
1,3,2,50,1,2,1,5,480,3,1,3,1,4,1,4,5,4,0,0,0,0,2,1,1,2,2,1
1,3,2,50,1,2,1,7,510,5,2,,,1,6,4,7,,0,0,1,1,,,,1,2,0
2,2,2,80,1,2,2,5,350,6,2,,2,1,1,4,6,2,0,0,0,0,1,7,3,2,2,0
1,3,2,200,1,2,1,5,1200,3,1,3,5,2,2,2,3,4,1,1,0,0,2,10,10,3,1,0
1,4,3,70,1,2,1,8,1100,6,1,3,1,2,1,1,5,6,1,1,0,0,3,1,1,4,2,0
2,3,1,50,1,2,1,6,1600,4,2,,2,2,1,2,3,6,4,1,0,0,1,7,3,3,2,0
1,4,2,70,1,2,1,7,1700,4,1,3,,1,4,4,5,,0,0,1,1,,,,2,2,0
1,3,2,170,1,2,1,5,1100,4,1,3,,2,4,4,3,,0,0,0,0,,,,1,2,0
1,3,2,200,1,2,3,6,1200,9,1,3,,1,7,4,3,,0,0,0,0,,,,2,2,0
1,2,1,30,1,2,1,4,30,2,2,,,1,6,4,5,,0,0,1,1,,,,1,1,0
1,4,2,200,1,2,1,7,900,5,1,3,4,1,1,4,6,2,0,0,2,1,0,9,9,2,1,0
1,2,2,210,1,2,1,5,1200,3,2,,,1,6,4,6,,0,0,1,0,,,,1,1,0
1,4,2,110,1,2,1,8,450,8,1,3,2,4,1,1,3,4,2,1,0,0,1,3,3,2,2,0
1,4,2,150,1,2,1,8,100,11,1,3,1,1,1,2,3,4,2,1,0,0,2,1,1,2,1,1
1,3,2,100,1,1,1,6,1200,5,1,3,,1,6,4,6,,0,0,1,0,,,,2,2,0
1,3,3,50,1,2,1,6,500,6,1,3,,1,6,4,3,,0,0,1,1,,,,1,1,1
2,3,2,150,1,2,3,5,840,5,1,1,5,1,2,4,6,2,0,0,0,0,2,10,10,3,1,0
1,2,2,100,1,2,1,5,90,4,1,2,3,1,1,4,6,2,0,0,2,2,1,7,7,2,2,0
1,2,1,90,1,2,1,5,200,6,1,3,4,1,1,4,6,2,0,0,2,2,0,9,9,1,2,0
1,3,2,150,1,1,1,7,490,5,2,,4,3,1,4,7,2,0,0,2,2,0,9,9,2,1,0
1,3,2,150,1,2,1,4,600,4,1,3,1,2,1,4,5,3,0,0,1,0,3,5,1,2,2,0
1,2,3,40,1,2,1,5,500,5,2,,4,2,1,4,3,2,0,0,2,2,0,9,9,1,1,0
1,2,2,50,1,1,9,3,460,1,1,3,1,2,1,3,5,5,3,1,0,0,1,7,4,2,1,0
1,3,2,30,1,1,1,5,50,3,1,2,1,3,1,4,6,3,0,0,2,1,2,1,1,3,1,1
1,3,2,80,3,,3,6,750,8,1,3,,1,4,4,4,,0,0,0,0,,,,1,,0
1,2,2,500,2,,3,4,3200,3,1,3,3,2,1,4,5,3,0,0,2,2,1,3,7,2,,0
1,3,2,30,1,1,1,6,800,3,1,3,,1,7,4,4,,0,0,0,0,,,,3,1,1
2,4,2,390,1,2,6,8,180,6,1,1,4,1,1,4,6,3,0,0,2,2,1,6,9,3,1,0
1,2,2,360,1,2,1,4,4,1,1,3,1,1,1,4,3,2,0,0,0,0,2,4,4,2,2,1
1,2,1,130,2,,4,6,480,6,1,3,2,1,1,4,5,2,0,0,0,0,1,3,3,5,,0
1,3,2,500,1,2,3,5,1400,4,1,3,5,1,2,2,4,2,1,1,0,0,1,10,10,2,2,0
1,3,2,60,1,2,9,5,600,6,1,3,2,4,1,3,4,4,2,1,0,0,1,3,3,3,1,0
2,3,2,100,1,2,1,7,600,4,1,3,1,1,1,4,5,2,0,0,0,0,2,1,1,2,1,0
1,3,1,120,3,,1,6,1,7,1,3,,1,4,4,6,,0,0,1,1,,,,1,,0
1,3,2,80,1,1,3,7,400,1,1,2,7,2,3,2,1,2,1,1,0,0,1,13,13,2,1,0
1,4,2,250,1,2,1,8,1000,2,1,3,4,1,1,4,6,3,0,0,2,2,2,5,9,3,1,1
1,5,2,200,1,2,1,9,1400,1,1,2,1,1,1,2,2,4,2,1,0,0,2,4,1,2,1,1
1,3,2,200,1,2,1,6,900,2,1,3,1,4,1,2,6,5,1,1,2,2,2,2,1,2,1,0
1,2,2,260,1,2,1,4,1500,3,1,3,1,2,1,3,2,4,2,1,0,0,2,2,1,2,1,0
1,2,2,100,3,,3,4,300,2,2,,5,1,2,4,7,2,0,0,1,0,1,10,10,2,,0
1,3,2,60,1,2,1,5,600,4,1,3,2,2,1,2,5,4,2,1,0,0,1,3,3,3,1,0
2,2,2,150,1,1,1,6,900,10,1,3,4,1,1,4,4,2,0,0,2,2,0,9,9,2,1,0
